City of Bloomington Traffic Counts,,,,,,,,,,,,,,,,,,
Loc ID,County,Community,Functional Class,Rural Urban,On,From,To,Approach,At,Dir,Directions,Category,LRS ID,LRS Loc Pt,Latitude,Longitude,Latest,Latest Date
p4014,Monroe,Bloomington,-,,Ralston Drive,,,,From S. Banta Ave. to S. Ford Ave.,2-WAY,EB/WB,,,,39.13850562,-86.54279629,217,4/4/2019
p406,Monroe,Bloomington,-,,Graham Drive,,,,From S. Brown Ave. to S. Ford Ave.,2-WAY,EB/WB,,,,39.13988659,-86.54148147,510,4/4/2019
p4137,Monroe,Bloomington,-,,Coolidge Drive,,,,From S. Brown Ave. to S. Ford Ave.,2-WAY,EB/WB,,,,39.14130065,-86.54162878,498,4/4/2019
rcl1102,Monroe,Bloomington,-,,ADAMS HILL,MASTON,COUNTRYSIDE,BETWEEN,MASTON AND COUNTRYSIDE,2-WAY,NB/SB,,,,,,590,4/4/2019
rcl283,Monroe,Bloomington,-,,Pinehurst Drive,,,,North of Pine Meadows Dr.,2-WAY,NB/SB,,,,39.13814182,-86.54976075,283,4/4/2019
rcl289,Monroe,Bloomington,-,,PINEHURST,PINE MEADOWS,SOUTHERN PINES,BETWEEN,PINE MEADOWS AND SOUTHERN PINES,2-WAY,NB/SB,,,,,,467,4/4/2019
p45186,Monroe,Bloomington,-,,Kirkwood Avenue,,,,Between Fairview and Maple,2-WAY,EB/WB,,,,39.16664883,-86.5415463,11937,3/28/2019
rcl1104,Monroe,Bloomington,-,,Countryside Lane,,,,From S. Sunflower Dr. to W. Adams Hill Cir.,2-WAY,EB/WB,,,,39.14194647,-86.55256484,1044,3/28/2019
rcl1212,Monroe,Bloomington,-,,Countryside Lane,,,,From S. Adams St. to S. Sunflower Dr.,2-WAY,EB/WB,,,,39.14095774,-86.55513957,1207,3/28/2019
rcl1579,Monroe,Bloomington,-,,Countryside Lane,,,,From W. Adams Hill Cir. To S. Star View Ln.,2-WAY,EB/WB,,,,39.1424094,-86.54981464,1404,3/28/2019
rcl271,Monroe,Bloomington,-,,Countryside Lane,,,,From S. Zona Ct. to S. Cutter Ct.,2-WAY,EB/WB,,,,39.14316403,-86.54550023,1551,3/28/2019
u4126,Monroe,Bloomington,-,,OLCOTT,BRIGS,WINSTON,BETWEEN,BRIGS AND WINSTON,2-WAY,NB/SB,,,,,,262,10/24/2018
u4127,Monroe,Bloomington,-,,OLCOTT,BRIGS,BRIGS,BETWEEN,BRIGS AND BRIGS,2-WAY,NB/SB,,,,,,837,10/23/2018
r4434,Monroe,Bloomington,-,,MAXWELL,PARK,WOODLAWN,BETWEEN,PARK AND WOODLAWN,2-WAY,EB/WB,,,,,,1481,10/4/2018
r4436,Monroe,Bloomington,-,,MAXWELL,FESS,STULL,BETWEEN,FESS AND STULL,2-WAY,EB/WB,,,,,,1488,10/4/2018
r3949,Monroe,Bloomington,-,,ALLENDALE,WELLINGTON,TUDOR,BETWEEN,WELLINGTON AND TUDOR,2-WAY,EB/WB,,,,,,1252,9/13/2018
r3959,Monroe,Bloomington,-,,ALLENDALE,ESSEX,DUNSTAN,BETWEEN,ESSEX AND DUNSTAN,2-WAY,EB/WB,,,,,,1223,9/13/2018
r3979,Monroe,Bloomington,-,,ALLENDALE,ALLENDALE,BROWNING,BETWEEN,ALLENDALE AND BROWNING,2-WAY,NB/SB,,,,,,1591,9/13/2018
r4242,Monroe,Bloomington,-,,MAXWELL,MILLER,THORNTON,BETWEEN,MILLER AND THORNTON,2-WAY,NB/SB,,,,,,829,9/13/2018
r4244,Monroe,Bloomington,-,,MAXWELL,THORNTON,HILLSIDE,BETWEEN,THORNTON AND HILLSIDE,2-WAY,NB/SB,,,,,,892,9/13/2018
rcl1495,Monroe,Bloomington,-,,Smith Road,,,,From E. Lorelei Way to E. Moores Pike,2-WAY,NB/SB,,,,39.1497782,-86.48044691,5219,7/26/2018
rcl483,Monroe,Bloomington,-,,MOORES,SMITH,STATE ROAD 446,BETWEEN,SMITH AND STATE ROAD 446,2-WAY,EB/WB,,,,,,5053,7/26/2018
rcl768,Monroe,Bloomington,-,,Moores Pike,,,,Bet. Olcott and Smith Rd.,2-WAY,EB/WB,,,,39.15021062,-86.48178345,5702,7/26/2018
rcl1021,Monroe,Bloomington,-,,Smith Road,,,,North of Moores Pike,2-WAY,NB/SB,,,,39.15107827,-86.48048074,4953,7/25/2018
q432,Monroe,Bloomington,-,,ALLEN,WALNUT,WASHINGTON,BETWEEN,WALNUT AND WASHINGTON,2-WAY,EB/WB,,,,,,449,6/7/2018
q436,Monroe,Bloomington,-,,Allen Street,,,,East of Grant,2-WAY,EB/WB,,,,39.15558101,-86.52968376,444,6/7/2018
rcl578,Monroe,Bloomington,-,,CRESCENT,VERNAL,17th,BETWEEN,VERNAL AND 17th,2-WAY,NB/SB,,,,,,4463,6/6/2018
o4655,Monroe,Bloomington,-,,Vernal Pike,,,,S. of N. Crescent Rd.,2-WAY,EB/WB,,,,39.17424769,-86.5559325,4888,5/24/2018
o4660,Monroe,Bloomington,-,,Vernal Pike,,,,From W. 8th St. to W. Gray St.,2-WAY,EB/WB,,,,39.171314,-86.5525339,3554,5/24/2018
s4215,Monroe,Bloomington,-,,ARDEN,WILLIAMS,GREENFIELD,BETWEEN,WILLIAMS AND GREENFIELD,2-WAY,NB/SB,,,,,,572,5/24/2018
q4352,Monroe,Bloomington,-,,Washington Street,,,,South of Dodds,1-WAY,SB,,,,39.15694316,-86.53244586,2176,5/3/2018
q4454,Monroe,Bloomington,-,,Washington Street,,,,From E. 1st St. to E. 2nd St.,1-WAY,SB,,,,39.16036466,-86.53240761,2617,5/3/2018
q492,Monroe,Bloomington,-,,Old State Road 37,,,,N. of W. Gourley Pike,2-WAY,NB/SB,,,,39.19137425,-86.53549872,820,5/3/2018
q4116,Monroe,Bloomington,-,,HENDERSON,NORTH,MILLER,BETWEEN,NORTH AND MILLER,2-WAY,NB/SB,,,,,,8847,5/2/2018
q4119,Monroe,Bloomington,-,,NORTH,WALNUT,HENDERSON,BETWEEN,WALNUT AND HENDERSON,2-WAY,EB/WB,,,,,,2632,5/2/2018
p4335,Monroe,Bloomington,-,,Allen Street,,,,From S. Morton St. to S. Walnut St.,2-WAY,EB/WB,,,,39.15559709,-86.53497291,388,4/19/2018
rcl703,Monroe,Bloomington,-,,17TH,ARLINGTON PARK,LINDBERGH,BETWEEN,ARLINGTON PARK AND LINDBERGH,2-WAY,EB/WB,,,,,,7073,4/19/2018
r4453,Monroe,Bloomington,-,,WOODLAWN,2ND,HUNTER,BETWEEN,2ND AND HUNTER,2-WAY,NB/SB,,,,,,2040,4/12/2018
r4566,Monroe,Bloomington,-,,HUNTER,WOODLAWN,FACULTY,BETWEEN,WOODLAWN AND FACULTY,2-WAY,EB/WB,,,,,,591,4/12/2018
q4443,Monroe,Bloomington,-,,College Avenue,,,,From W. 1st St. to W. 2nd St.,1-WAY,SB,,,,39.16038433,-86.53496666,11671,3/7/2018
q4446,Monroe,Bloomington,-,,Walnut Street,,,,From W. 1st St. to W. 2nd St.,1-WAY,NB,,,,39.1603685,-86.53365376,12090,3/7/2018
q474,Monroe,Bloomington,-,,COLLEGE,14TH,15TH,BETWEEN,14TH AND 15TH,1-WAY,SB,,,,,,12314,3/7/2018
r4251,Monroe,Bloomington,-,,Huntington Drive,,,,From E. Miller Dr. to E. Thornton Dr.,2-WAY,NB/SB,,,,39.14808113,-86.52084221,721,2/22/2018
p4453,Monroe,Bloomington,-,,2nd Street,,,,From S. Maple St. to S. Rogers St.,2-WAY,EB/WB,,,,39.1614119,-86.54046877,15698,11/30/2017
q4667,Monroe,Bloomington,-,,10th Street,,,,From N. Lincoln St. to N. Grant St.,2-WAY,EB/WB,,,,39.17168216,-86.53039489,10158,11/30/2017
q4697,Monroe,Bloomington,-,,7TH,INDIANA,FESS,BETWEEN,INDIANA AND FESS,2-WAY,EB/WB,,,,,,6383,11/30/2017
q4845,Monroe,Bloomington,-,,College Avenue,,,,From W. 17th St. to W. Vaughn Clipp Way,1-WAY,SB,,,,39.18075401,-86.53469179,9847,11/30/2017
rcl1718,Monroe,Bloomington,-,,MOORES,SMITH,STATE ROAD 446,BETWEEN,SMITH AND STATE ROAD 446,2-WAY,EB/WB,,,,,,4856,11/29/2017
p431,Monroe,Bloomington,-,,Rogers Street,,,,Bet. W. Hillside Dr. and W. Wilson St.,2-WAY,NB/SB,,,,39.15113071,-86.53878352,14488,11/8/2017
p45156,Monroe,Bloomington,-,,Kirkwood Avenue,,,,From S. Fairview St. to S. Jackson St.,2-WAY,EB/WB,,,,39.16664158,-86.54038743,12744,11/8/2017
o449,Monroe,Bloomington,-,,Adams Street,,,,South of Bloomfield Rd.,2-WAY,NB/SB,,,,39.15870465,-86.55071365,2636,10/26/2017
q425,Monroe,Bloomington,-,,Hillside Drive,,,,From S. Lincoln St. to S. Grant St.,2-WAY,EB/WB,,,,39.15051174,-86.53083431,9091,10/26/2017
rcl1691,Monroe,Bloomington,-,,ADAMS,ARCH HAVEN,PATTERSON,BETWEEN,ARCH HAVEN AND PATTERSON,2-WAY,NB/SB,,,,,,1689,10/26/2017
rcl541,Monroe,Bloomington,-,,Canada Drive,,,,W. of Claybridge,2-WAY,EB/WB,,,,39.12743278,-86.50888667,452,9/13/2017
rcl543,Monroe,Bloomington,-,,Canada Drive,,,,From S. Claybridge Dr. to S. Sare Rd.,2-WAY,EB/WB,,,,39.1270923,-86.5052575,571,9/13/2017
rcl909,Monroe,Bloomington,-,,Canada Drive,,,,From E. Goldin Dr. to S. Claybridge Dr.,2-WAY,EB/WB,,,,39.12730777,-86.50693373,417,9/13/2017
r4335,Monroe,Bloomington,-,,SHERIDAN,,,EAST OF,BALLANTINE,1-WAY,EB,,,,39.155872,-86.518643,363,9/10/2017
r4342,Monroe,Bloomington,-,,SOUTHDOWNS,,,EAST OF,BALLANTINE,1-WAY,EB,,,,39.155722,-86.518654,381,9/10/2017
s4570,Monroe,Bloomington,-,,UNION,,,SOUTH OF,3RD,2-WAY,NB/SB,,,,,,145,9/7/2017
o4310,Monroe,Bloomington,-,,Allen Street,,,,From S. Christopher Ln. to S. Ransom Ln.,2-WAY,EB/WB,,,,39.15591427,-86.55532142,4500,8/31/2017
rcl149,Monroe,Bloomington,-,,THE STANDS,CEDARWOOD,CEDARWOOD,BETWEEN,CEDARWOOD AND CEDARWOOD,2-WAY,NB/SB,,,,,,723,8/30/2017
s3922,Monroe,Bloomington,-,,THE STANDS,ROLLING OAK,LINDEN HILL,BETWEEN,ROLLING OAK AND LINDEN HILL,2-WAY,NB/SB,,,,,,1259,8/30/2017
s3925,Monroe,Bloomington,-,,THE STANDS,OAKMONT,COPPERTREE,BETWEEN,OAKMONT AND COPPERTREE,2-WAY,NB/SB,,,,,,1853,8/30/2017
v4640,Monroe,Bloomington,-,,SMITH,GRANDVIEW,10TH,BETWEEN,GRANDVIEW AND 10TH,2-WAY,NB/SB,,,,,,9168,8/24/2017
o4643,Monroe,Bloomington,-,,ADAMS,7th,10TH,BETWEEN,7th AND 10TH,2-WAY,NB/SB,,,,,-86.531156,7583,7/13/2017
o489,Monroe,Bloomington,-,,Arlington Road,,,,From W. 20th St. to W. 17th St.,2-WAY,EB/WB,,,,39.18115646,-86.54933844,5182,7/13/2017
o4927,Monroe,Bloomington,-,,ARLINGTON,GOURLEY,HICKORY,BETWEEN,GOURLEY AND HICKORY,2-WAY,EB/WB,,,,,,5199,7/13/2017
rcl1449,Monroe,Bloomington,-,,Hawksmore Drive,,,,From E. Railway Circle to E. Melville Circle,2-WAY,NB/SB,,,,39.14378848,-86.50105486,478,6/13/2017
s4219,Monroe,Bloomington,-,,Queens Way,,,,From S. Sussex Dr. to S. Chelsey Ct.,2-WAY,EB/WB,,,,39.14642059,-86.50626932,421,6/13/2017
r4437,Monroe,Bloomington,-,,wylie,WOODLAWN,HAWTHORNE,BETWEEN,WOODLAWN AND HAWTHORNE,2-WAY,EB/WB,,,,,,111,4/20/2017
r4458,Monroe,Bloomington,-,,Hawthorne Drive,,,,From E. Maxwell Ln. to E. Wylie St.,2-WAY,NB/SB,,,,39.15817257,-86.52020303,194,4/20/2017
rcl887,Monroe,Bloomington,-,,John Hinkle Place,,,,N. of Bell Trace Dr.,2-WAY,NB/SB,,,,39.171205,-86.49085924,1357,4/20/2017
s4535,Monroe,Bloomington,-,,CLARK,5th,7TH,BETWEEN,5th AND 7TH,2-WAY,NB/SB,,,,,,242,4/20/2017
s4041,Monroe,Bloomington,-,,Rock Creek Drive,,,,W. of Woodbluff Ct.,2-WAY,EB/WB,,,,39.1400261,-86.50655127,562,4/12/2017
s4131,Monroe,Bloomington,-,,Montclair Avenue,,,,S. of Sussex Dr.,2-WAY,NB/SB,,,,39.14424665,-86.50423004,268,4/11/2017
q5016,Monroe,Bloomington,-,,Walnut Street,,,,South of Blue Ridge,2-WAY,NB/SB,,,,39.19422952,-86.53349306,15727,4/6/2017
q4378,Monroe,Bloomington,-,,PALMER,dodds,DIXIE,BETWEEN,dodds AND DIXIE,2-WAY,NB/SB,,,,,,46,3/29/2017
q4433,Monroe,Bloomington,-,,DODDS,PALMER,grant,BETWEEN,PALMER AND grant,2-WAY,EB/WB,,,,,,352,3/29/2017
o4627,Monroe,Bloomington,-,,8th Street,,,,From N. Hopewell St. to W. Vernal Pike,2-WAY,EB/WB,,,,39.16960737,-86.55111232,968,3/9/2017
l372,Monroe,Bloomington,-,,LEONARD SPRINGS,FULLERTON,HEATHERWOOD,BETWEEN,FULLERTON AND HEATHERWOOD,2-WAY,NB/SB,,,,,,3042,12/1/2016
t4223,Monroe,Bloomington,-,,MOORES,CAPE COD,VALLEY FORGE,BETWEEN,CAPE COD AND VALLEY FORGE,2-WAY,EB/WB,,,,,,12676,11/17/2016
p45144,Monroe,Bloomington,-,,MADISON,KIRKWOOD,6th,BETWEEN,KIRKWOOD AND 6th,2-WAY,NB/SB,,,,,,2039,11/3/2016
p4543,Monroe,Bloomington,-,,GRANT,4th,KIRKWOOD,BETWEEN,4th AND KIRKWOOD,2-WAY,NB/SB,,,,,,2917,11/3/2016
p4575,Monroe,Bloomington,-,,KIRKWOOD,GRANT,dunn,BETWEEN,GRANT AND dunn,2-WAY,EB/WB,,,,,,5231,11/3/2016
q4544,Monroe,Bloomington,-,,grant,6TH,KIRKWOOD,BETWEEN,6TH AND KIRKWOOD,2-WAY,NB/SB,,,,,,3088,11/3/2016
q4576,Monroe,Bloomington,-,,KIRKWOOD,LINCOLN ST,grant,BETWEEN,LINCOLN ST AND grant,2-WAY,EB/WB,,,,,,5480,11/3/2016
t453,Monroe,Bloomington,-,,HILLSDALE,,,SOUTH OF,4TH,2-WAY,NB/SB,,,,,,1452,10/6/2016
p478,Monroe,Bloomington,-,,11TH,DIAMOND,BLAIR,BETWEEN,DIAMOND AND BLAIR,2-WAY,EB/WB,,,,,,3563,9/22/2016
s467,Monroe,Bloomington,-,,7TH,JEFFERSON,ROOSEVELT,BETWEEN,JEFFERSON AND ROOSEVELT,2-WAY,EB/WB,,,,,,1397,9/22/2016
t462,Monroe,Bloomington,-,,7TH,HILLSDALE,OVERHILL,BETWEEN,HILLSDALE AND OVERHILL,2-WAY,EB/WB,,,,,,337,9/22/2016
q3918,Monroe,Bloomington,-,,RIDGEVIEW,SUNNY SLOPES,brookside,BETWEEN,SUNNY SLOPES AND brookside,2-WAY,EB/WB,,,,,,196,9/1/2016
q3920,Monroe,Bloomington,-,,BROOKSIDE,SUNNY SLOPES,ridgeview,BETWEEN,SUNNY SLOPES AND ridgeview,2-WAY,NB/SB,,,,,,137,9/1/2016
rcl184,Monroe,Bloomington,-,,BURKS,WALNUT SPRINGS,KENNEDY,BETWEEN,WALNUT SPRINGS AND KENNEDY,2-WAY,EB/WB,,,,,,1555,9/1/2016
rcl337,Monroe,Bloomington,-,,OLCOTT,FORRESTER,MULBERRY,BETWEEN,FORRESTER AND MULBERRY,2-WAY,EB/WB,,,,,,502,4/27/2016
u411,Monroe,Bloomington,-,,TAPPS,DAVID,FORRESTER,BETWEEN,DAVID AND FORRESTER,2-WAY,EB/WB,,,,,,166,4/27/2016
u4129,Monroe,Bloomington,-,,OLCOTT,ST REMY,BRIGS,BETWEEN,ST REMY AND BRIGS,2-WAY,NB/SB,,,,,,711,4/27/2016
u4221,Monroe,Bloomington,-,,WINSTON,HEATH,TROTTERS,BETWEEN,HEATH AND TROTTERS,2-WAY,EB/WB,,,,,,297,4/27/2016
u428,Monroe,Bloomington,-,,OLCOTT,REED,TAYLOR,BETWEEN,REED AND TAYLOR,2-WAY,NB/SB,,,,,,1439,4/27/2016
q4323,Monroe,Bloomington,-,,GRIMES,FESS,STULL,BETWEEN,FESS AND STULL,2-WAY,EB/WB,,,,,,2021,4/21/2016
r4310,Monroe,Bloomington,-,,STULL,WILSON,GRIMES,BETWEEN,WILSON AND GRIMES,2-WAY,NB/SB,,,,,,322,4/21/2016
r4420,Monroe,Bloomington,-,,UNIVERSITY,FESS,PARK,BETWEEN,FESS AND PARK,2-WAY,EB/WB,,,,,,228,4/21/2016
q4634,Monroe,Bloomington,-,,GRANT,7TH,8TH,BETWEEN,7TH AND 8TH,2-WAY,NB/SB,,,,,,1512,4/7/2016
q4691,Monroe,Bloomington,-,,8TH,GRANT,HAROLD,BETWEEN,GRANT AND HAROLD,1-WAY,EB,,,,,,557,4/7/2016
p45141,Monroe,Bloomington,-,,6th,ROGERS ST,MADISON,BETWEEN,ROGERS ST AND MADISON,2-WAY,EB/WB,,,,,,1790,3/23/2016
p4625,Monroe,Bloomington,-,,ROGERS ST,7th,8th,BETWEEN,7th AND 8th,2-WAY,NB/SB,,,,,,10792,3/23/2016
p4650,Monroe,Bloomington,-,,8th,JACKSON,ROGERS ST,BETWEEN,JACKSON AND ROGERS ST,2-WAY,EB/WB,,,,,,762,3/23/2016
rcl1664,Monroe,Bloomington,-,,ROGERS ST,8th,10TH,BETWEEN,8th AND 10TH,2-WAY,NB/SB,,,,,,10197,3/23/2016
l4011,Monroe,Bloomington,-,,Leonard Springs Road,,,,LEONARD SPRINGS ROAD S OF SR45,2-WAY,NB/SB,,,,39.14105624,-86.58261477,11101,1/1/2016
o4548,Monroe,Bloomington,-,,6th Street,,,,East of Oak,2-WAY,EB/WB,,,,39.16762926,-86.54608489,385,1/1/2016
o479,Monroe,Bloomington,-,,Oolitic Drive,,,,From W. 12th St. to W. 14th St.,2-WAY,NB/SB,,,,39.17509946,-86.55369309,286,1/1/2016
p4111,Monroe,Bloomington,-,,Rogers Street,,,,S. of Rockport Rd.,2-WAY,NB/SB,,,,39.14460578,-86.53889875,8094,1/1/2016
p4324,Monroe,Bloomington,-,,Rogers Street,,,,Bet. Dixie and Allen,2-WAY,NB/SB,,,,39.156079,-86.5387041,8791,1/1/2016
p45131,Monroe,Bloomington,-,,4th Street,,,,From S. Jackson St. to S. Rogers St.,2-WAY,EB/WB,,,,39.16563144,-86.53928618,824,1/1/2016
p45132,Monroe,Bloomington,-,,4th Street,,,,From S. Rogers St. to S. Madison St.,2-WAY,EB/WB,,,,39.16561902,-86.53806692,1746,1/1/2016
p45134,Monroe,Bloomington,-,,Rogers Street,,,,From W. 3rd St. to W. 4th St.,2-WAY,NB/SB,,,,39.16512888,-86.53870077,11943,1/1/2016
p45135,Monroe,Bloomington,-,,Rogers Street,,,,From W. 4th St. to W. Kirkwood Ave.,2-WAY,NB/SB,,,,39.16611982,-86.53869693,12362,1/1/2016
p45137,Monroe,Bloomington,-,,Madison Street,,,,From W. 4th St. to W. Kirkwood Ave.,2-WAY,NB/SB,,,,39.16610745,-86.53742539,1587,1/1/2016
p45146,Monroe,Bloomington,-,,Rogers Street,,,,From W. Kirkwood Ave. to W. 6th St.,2-WAY,NB/SB,,,,39.1671049,-86.5386812,11565,1/1/2016
p45147,Monroe,Bloomington,-,,Rogers Street,,,,Bet. 6th St. and 7th St.,2-WAY,NB/SB,,,,39.16809302,-86.53866941,11509,1/1/2016
p45153,Monroe,Bloomington,-,,Kirkwood Avenue,,,,At old CSX Crossing,2-WAY,EB/WB,,,,39.16659777,-86.53676242,6270,1/1/2016
p45154,Monroe,Bloomington,-,,Kirkwood Avenue,,,,Bet. Madison St. and Rogers St.,2-WAY,EB/WB,,,,39.16660825,-86.5380551,7185,1/1/2016
p45168,Monroe,Bloomington,-,,6th Street,,,,From S. Jackson St. to S. Rogers St.,2-WAY,EB/WB,,,,39.16759755,-86.53926193,887,1/1/2016
p45213,Monroe,Bloomington,-,,Kirkwood Avenue,,,,Between Waldron and Maple,2-WAY,EB/WB,,,,39.16666613,-86.5445249,12411,1/1/2016
p4635,Monroe,Bloomington,-,,7th Street,,,,From N. Rogers St. to N. Madison St.,2-WAY,EB/WB,,,,39.16858528,-86.53802849,3330,1/1/2016
p4637,Monroe,Bloomington,-,,7th Street,,,,East of Fairview,2-WAY,EB/WB,,,,39.16861507,-86.54050004,1193,1/1/2016
p4651,Monroe,Bloomington,-,,8th Street,,,,E. of Old Railroad,2-WAY,EB/WB,,,,39.16952802,-86.5381148,1135,1/1/2016
p4712,Monroe,Bloomington,-,,11th Street,,,,From N. Rogers St. to N. Morton St.,2-WAY,EB/WB,,,,39.17327064,-86.53771997,3122,1/1/2016
q4020,Monroe,Bloomington,-,,Winslow Road,,,,From S. Walnut St. Pike to S. Henderson St.,2-WAY,EB/WB,,,,39.13598821,-86.52783983,13931,1/1/2016
q4418,Monroe,Bloomington,-,,1st Street,,,,Bet. Grant and Henderson,2-WAY,EB/WB,,,,39.15932308,-86.52851218,3116,1/1/2016
q4470,Monroe,Bloomington,-,,Henderson Street,,,,From E. 1st St. to E. University St.,2-WAY,NB/SB,,,,39.1598543,-86.52716735,3843,1/1/2016
q4471,Monroe,Bloomington,-,,Henderson Street,,,,S. of 1st St.,2-WAY,NB/SB,,,,39.15881223,-86.52712997,4411,1/1/2016
q45100,Monroe,Bloomington,-,,Smith Avenue,,,,From S. Walnut St. to S. Washington St.,2-WAY,EB/WB,,,,39.16283437,-86.53301385,395,1/1/2016
q4631,Monroe,Bloomington,-,,Grant Street,,,,From E. 9th St. to E. 10th St.,2-WAY,NB/SB,,,,39.17106494,-86.52976769,1307,1/1/2016
q4632,Monroe,Bloomington,-,,GRANT,ALICE,9th,BETWEEN,ALICE AND 9th,2-WAY,NB/SB,,,,39.170147,-86.529779,1289,1/1/2016
q4690,Monroe,Bloomington,-,,8th Street,,,,Bet. Lincoln St. and Grant St.,2-WAY,EB/WB,,,,39.16947842,-86.53041584,445,1/1/2016
q4829,Monroe,Bloomington,-,,Walnut Street,19TH,OLD STATE ROAD 37,BETWEEN,19TH AND OLD STATE ROAD 37,1-WAY,NB,,,,39.18242364,-86.53396245,9922,1/1/2016
r407,Monroe,Bloomington,-,,Winslow Road,,,,Bet. Allendale and Abby,2-WAY,EB/WB,,,,39.13600522,-86.51469771,10733,1/1/2016
r4541,Monroe,Bloomington,-,,Jordan Avenue,,,,From E. Atwater Ave. to E. 3rd St.,2-WAY,NB/SB,,,,39.1636664,-86.51640453,6274,1/1/2016
r4577,Monroe,Bloomington,-,,Hawthorne Drive,,,,S. of 3rd St.,2-WAY,NB/SB,,,,39.16368763,-86.52019118,1309,1/1/2016
r4623,Monroe,Bloomington,-,,Jordan Avenue,,,,N. of IU Library Parking Lot,2-WAY,NB/SB,,,,39.17027374,-86.51609937,9112,1/1/2016
r4626,Monroe,Bloomington,-,,Jordan Avenue,,,,From E. 10th St. to E. Law Ln.,2-WAY,NB/SB,,,,39.17250411,-86.51564671,7032,1/1/2016
r4810,Monroe,Bloomington,-,,JORDAN,FEE,FISHER,BETWEEN,FEE AND FISHER,2-WAY,NB/SB,,,,39.183737,-86.517956,2590,1/1/2016
rcl279,Monroe,Bloomington,-,,Daniel Street,,,,West of Brookstone,2-WAY,EB/WB,,,,39.13761356,-86.49083114,404,1/1/2016
rcl435,Monroe,Bloomington,-,,Kinser Pike,,,,From W. Brookdale Dr. to W. Amaryllis Dr.,2-WAY,NB/SB,,,,39.18337385,-86.53772663,8845,1/1/2016
s4421,Monroe,Bloomington,-,,High Street,,,,South of 1st St.,2-WAY,NB/SB,,,,39.15850204,-86.50846409,5346,1/1/2016
s4422,Monroe,Bloomington,-,,High Street,,,,Bet. 1st St. and 2nd St.,2-WAY,NB/SB,,,,39.16011631,-86.50846316,5524,1/1/2016
s4455,Monroe,Bloomington,-,,2nd Street,,,,Bet. Arbutus and Rose,2-WAY,EB/WB,,,,39.16102944,-86.51184896,4059,1/1/2016
s4520,Monroe,Bloomington,-,,High Street,,,,North of Atwater Ave.,2-WAY,NB/SB,,,,39.16367726,-86.50847163,5135,1/1/2016
s4522,Monroe,Bloomington,-,,Union Street,,,,From E. 4th St. to E. 5th St.,2-WAY,NB/SB,,,,39.16620182,-86.50944009,2819,1/1/2016
s4526,Monroe,Bloomington,-,,Bryan Street,,,,From E. 3rd St. to E. 4th St.,2-WAY,NB/SB,,,,39.16492758,-86.50826953,852,1/1/2016
s486,Monroe,Bloomington,-,,Jordan Avenue,,,,N. of 17th St.,2-WAY,NB/SB,,,,39.18092855,-86.51114352,3710,1/1/2016
t4333,Monroe,Bloomington,-,,Covenanter Drive,,,,From E. Rechter Rd. to E. Covenanter Ct.,2-WAY,EB/WB,,,,39.15518089,-86.49905483,1587,1/1/2016
t446,Monroe,Bloomington,-,,Woodscrest Drive,,,,North of 2nd St.,2-WAY,NB/SB,,,,39.16258776,-86.50245103,3750,1/1/2016
t451,Monroe,Bloomington,-,,HILLSDALE,,,,North of 5th St.,2-WAY,NB/SB,,,,39.1671776,-86.50344888,1084,1/1/2016
t4529,Monroe,Bloomington,-,,Pete Ellis Drive,,,,N. of Longview,2-WAY,NB/SB,,,,39.16766458,-86.49492905,8022,1/1/2016
u403,Monroe,Bloomington,-,,Forrester Street,,,,300' S. of Olcott Boulevarde,2-WAY,NB/SB,,,,39.13961807,-86.49268879,438,1/1/2016
u414,Monroe,Bloomington,-,,Forrester Street,,,,South of Kristen,2-WAY,NB/SB,,,,39.14065313,-86.49254686,347,1/1/2016
u4536,Monroe,Bloomington,-,,Park Lane,,,,From S. Morningside Dr. to S. Meadowbrook Dr.,2-WAY,EB/WB,,,,39.16529835,-86.48669407,133,1/1/2016
o4611,Monroe,Bloomington,-,,Cottage Grove Avenue,,,,E. of Monroe St.,2-WAY,EB/WB,,,,39.17259351,-86.54601475,110,1/1/2015
o4622,Monroe,Bloomington,-,,Monroe Street,,,,North of W. Cottage Grove Ave.,2-WAY,NB/SB,,,,39.17241329,-86.54710565,200,1/1/2015
p3812,Monroe,Bloomington,-,,Rogers Street,,,,From S. Hays Dr. to W. Pargrave Pl.,2-WAY,NB/SB,,,,39.12504448,-86.538955,6979,1/1/2015
p4639,Monroe,Bloomington,-,,7th Street,,,,Waldron - East,2-WAY,EB/WB,,,,39.16862952,-86.54294394,734,1/1/2015
q375,Monroe,Bloomington,-,,Rhorer Road,,,,Bet. S. Kennedy Dr. and S. Walnut St. Pk.,2-WAY,EB/WB,,,,39.1214474,-86.52757608,8354,1/1/2015
q428,Monroe,Bloomington,-,,Hillside Drive,,,,From S. Henderson St. to S. Park Ave.,2-WAY,EB/WB,,,,39.15053905,-86.52534414,11465,1/1/2015
q4467,Monroe,Bloomington,-,,Dunn Street,,,,N. of 2nd St.,1-WAY,SB,,,,39.16208451,-86.52840511,1399,1/1/2015
q4538,Monroe,Bloomington,-,,Dunn Street,,,,North of Smith Ave.,1-WAY,SB,,,,39.16317823,-86.5284247,1447,1/1/2015
q4662,Monroe,Bloomington,-,,10th Street,,,,From N. College Ave. to N. Walnut St.,2-WAY,EB/WB,,,,39.17166883,-86.53419885,5798,1/1/2015
