City of Bloomington Traffic Counts,,,,,,,,,,,,,,,,,,
Loc ID,County,Community,Functional Class,Rural Urban,On,From,To,Approach,At,Dir,Directions,Category,LRS ID,LRS Loc Pt,Latitude,Longitude,Latest,Latest Date
p45187,Monroe,Bloomington,-,,Kirkwood Avenue,,,,Between Maple and Waldron,2-WAY,,,,,39.1666547,-86.54296512,14340,1/1/2004
p45188,Monroe,Bloomington,-,,Fairview Street,,,,South of Kirkwood Ave.,2-WAY,,,,,39.16613581,-86.54092385,158,1/1/2004
p45189,Monroe,Bloomington,-,,Fairview Street,,,,North of Kirkwood Ave.,2-WAY,,,,,39.16713004,-86.54090572,240,1/1/2004
p45193,Monroe,Bloomington,-,,Maple Street,,,,North of Kirkwood Ave.,2-WAY,,,,,39.16713854,-86.54218321,265,1/1/2004
p45203,Monroe,Bloomington,-,,Waldron Street,,,,South of Kirkwood Ave.,2-WAY,,,,,39.1661581,-86.54375206,99,1/1/2004
p45204,Monroe,Bloomington,-,,Waldron Street,,,,North of Kirkwood Ave.,2-WAY,,,,,39.16714282,-86.54373771,469,1/1/2004
p45214,Monroe,Bloomington,-,,Kirkwood Avenue,,,,Between Elm and Oak,2-WAY,,,,,39.16666995,-86.54607961,14392,1/1/2004
p4528,Monroe,Bloomington,-,,Howe Street,,,,East of Euclid,2-WAY,,,,,39.16241081,-86.54278922,494,1/1/2004
p4648,Monroe,Bloomington,-,,8th Street,,,,West of Fairview,2-WAY,,,,,39.16955304,-86.54165225,416,1/1/2004
p4741,Monroe,Bloomington,-,,Blair Avenue,,,,N. of 11th St.,2-WAY,,,,,39.17370904,-86.54379759,987,1/1/2004
p492,Monroe,Bloomington,-,,Gourley Pike,,,,West of Kinser Pike,2-WAY,,,,,39.18507851,-86.53965998,3013,1/1/2004
p4920,Monroe,Bloomington,-,,Kinser Pike,,,,South of Gourley Pike,2-WAY,,,,,39.18479507,-86.53771965,8517,1/1/2004
p5717,Monroe,Bloomington,-,,Bottom Road,,,,North of Kinser Pike,2-WAY,,,,,39.24114286,-86.54363571,904,1/1/2004
q3421,Monroe,Bloomington,-,,Walnut Street,,,,North of Fairfax Rd.,2-WAY,,,,,39.11028465,-86.52650261,4165,1/1/2004
q4364,Monroe,Bloomington,-,,Lincoln Street,,,,Bet. Allen St. and Dixie,2-WAY,,,,,39.15604025,-86.53131056,1086,1/1/2004
q4365,Monroe,Bloomington,-,,Lincoln Street,,,,South of Dodds St.,2-WAY,,,,,39.1569357,-86.5312988,1264,1/1/2004
q4442,Monroe,Bloomington,-,,College Avenue,,,,Between 1st St. and Dodds St.,2-WAY,,,,,39.15865146,-86.53499039,11852,1/1/2004
q4448,Monroe,Bloomington,-,,Walnut Street,,,,Bet. College and 2nd St.,2-WAY,,,,,39.15789193,-86.53366103,12916,1/1/2004
q4561,Monroe,Bloomington,-,,Walnut Street,,,,Bet. 2nd St. and 3rd St.,2-WAY,,,,,39.16371833,-86.53363311,15916,1/1/2004
r502,Monroe,Bloomington,-,,Hinkle Road,,,,South of Bethal Ln.,2-WAY,,,,,39.2042392,-86.50865613,504,1/1/2004
r5411,Monroe,Bloomington,-,,Bethel Lane,,,,East of N. Old S.R. 37,2-WAY,,,,,39.21535948,-86.52026846,2006,1/1/2004
rcl142,Monroe,Bloomington,-,,Landmark Avenue,,,,Between 2nd St. and 3rd St.,2-WAY,,,,,39.16224252,-86.55583603,4270,1/1/2004
rcl191,Monroe,Bloomington,-,,Tulip Avenue,,,,South of Weeping Willow,2-WAY,,,,,39.12693231,-86.54240395,333,1/1/2004
rcl462,Monroe,Bloomington,-,,Gordon Pike,,,,East of Falcon Dr.,2-WAY,,,,,39.12175011,-86.54553732,2619,1/1/2004
rcl527,Monroe,Bloomington,-,,Fieldstone Boulevarde,,,,Southof S.R. 48,2-WAY,,,,,39.16389634,-86.60557043,1841,1/1/2004
rcl675,Monroe,Bloomington,-,,Patterson Drive,,,,1100' N. of Allen St.,2-WAY,,,,,39.1220662,-86.54604951,9091,1/1/2004
rcl778,Monroe,Bloomington,-,,Euclid Avenue,,,,North of Howe,2-WAY,,,,,39.16263905,-86.54335291,168,1/1/2004
rcl934,Monroe,Bloomington,-,,Fieldstone Boulevarde,,,,East of Kirby Rd.,2-WAY,,,,,39.15800724,-86.60539197,357,1/1/2004
t3310,Monroe,Bloomington,-,,Harrell Road,,,,N. of Moffett,2-WAY,,,,,39.10334082,-86.49850457,1241,1/1/2004
t365,Monroe,Bloomington,-,,Forest Ridge Drive,,,,East of Harrell Rd.,2-WAY,,,,,39.11334156,-86.49673944,344,1/1/2004
t435,Monroe,Bloomington,-,,Valley Forge,,,,North of Pickwick Place,2-WAY,,,,,39.15243672,-86.50300058,111,1/1/2004
u325,Monroe,Bloomington,-,,Handy Road,,,,North of Shields Ridge Rd.,2-WAY,,,,,39.0940351,-86.49062294,1082,1/1/2004
v4535,Monroe,Bloomington,-,,Park Ridge Road,,,,N. of E. 3rd St.,2-WAY,,,,,39.16426081,-86.47289403,15045,1/1/2004
W445,Monroe,Bloomington,-,,S.R. 446,,,,South of S.R. 46,2-WAY,,,,,39.16353894,-86.47173207,6715,1/1/2004
ccl1129,Monroe,Bloomington,-,,Old State Road 37,,,,North of Wisnand Rd.,2-WAY,,,,,39.22750622,-86.5122554,2508,1/1/2003
ccl1209,Monroe,Bloomington,-,,Robinson Road,,,,Bet. N. Old S.R. 37 and N. Tunnel Rd.,2-WAY,,,,,39.24059257,-86.43823186,1066,1/1/2003
ccl1233,Monroe,Bloomington,-,,Shuffle Creek Road,,,,North of S.R. 45,2-WAY,,,,,39.23983426,-86.4080221,958,1/1/2003
ccl1234,Monroe,Bloomington,-,,Mt. Gilead Road,,,,S. of SR 45,2-WAY,,,,,39.21902649,-86.4253642,214,1/1/2003
ccl1237,Monroe,Bloomington,-,,Brummetts Creek Road,,,,S. of SR 45,2-WAY,,,,,39.22065993,-86.41155231,562,1/1/2003
ccl1310,Monroe,Bloomington,-,,Gettys Creek Road,,,,N. of SR 46,2-WAY,,,,,39.16716627,-86.41667371,118,1/1/2003
ccl1384,Monroe,Bloomington,-,,Brummetts Creek Road,,,,N. of SR 46,2-WAY,,,,,39.15446525,-86.39128631,208,1/1/2003
ccl1503,Monroe,Bloomington,-,,Hinds Road,,,,East of S.R. 45,2-WAY,,,,,39.08979691,-86.6657529,454,1/1/2003
ccl1506,Monroe,Bloomington,-,,Burch Road,,,,Bet. S.R. 45 and Center St.,2-WAY,,,,,39.08938421,-86.66639918,405,1/1/2003
ccl1514,Monroe,Bloomington,-,,Breeden Road,,,,South of S.R. 45,2-WAY,,,,,39.08194892,-86.67542228,857,1/1/2003
ccl1620,Monroe,Bloomington,-,,Stipp Road,,,,East of Handy Rd.,2-WAY,,,,,39.10000039,-86.47504755,274,1/1/2003
ccl1743,Monroe,Bloomington,-,,Stinesville Road,,,,North of Rockport Rd.,2-WAY,,,,,39.06014139,-86.61724413,298,1/1/2003
ccl1763,Monroe,Bloomington,-,,Victor Pike,,,,South of Fluckmill,2-WAY,,,,,39.0687824,-86.57581167,650,1/1/2003
ccl1766,Monroe,Bloomington,-,,Fluck Mill Road,,,,West of Ketchum Rd.,2-WAY,,,,,39.07120334,-86.56365673,345,1/1/2003
ccl1767,Monroe,Bloomington,-,,Ketcham Road,,,,East of Fluck Mill Rd.,2-WAY,,,,,39.0711535,-86.55135008,834,1/1/2003
ccl190,Monroe,Bloomington,-,,Burma Road,,,,West of Spradling,2-WAY,,,,,39.33226804,-86.53121266,128,1/1/2003
ccl1978,Monroe,Bloomington,-,,Carmichael Road,,,,West of Rockeast,2-WAY,,,,,39.02957914,-86.67595696,205,1/1/2003
ccl1982,Monroe,Bloomington,-,,Rockeast Road,,,,E. of Snow,2-WAY,,,,,39.03467557,-86.64733152,218,1/1/2003
ccl1984,Monroe,Bloomington,-,,Snow Road,,,,South of Rockest Rd.,2-WAY,,,,,39.02492604,-86.65536794,254,1/1/2003
ccl2016,Monroe,Bloomington,-,,Popcorn Road,,,,West of Springville Rd.,2-WAY,,,,,39.00138923,-86.6083531,219,1/1/2003
ccl2019,Monroe,Bloomington,-,,Springville Road,,,,South of Popcorn Rd.,2-WAY,,,,,38.99490838,-86.59301671,329,1/1/2003
ccl2063,Monroe,Bloomington,-,,Rockport Road,,,,S. of Rockeast Rd.,2-WAY,,,,,39.02125714,-86.59822486,305,1/1/2003
ccl239,Monroe,Bloomington,-,,Low Gap Road,,,,North of Northshore Dr.,2-WAY,,,,,39.29848228,-86.40229779,222,1/1/2003
ccl2444,Monroe,Bloomington,-,,North Shore Drive,,,,East of Spillway Rd.,2-WAY,,,,,39.27119926,-86.40498074,430,1/1/2003
ccl2574,Monroe,Bloomington,-,,South Shore Drive,,,,West of Shuffle Creek Rd.,2-WAY,,,,,39.25143163,-86.40545236,510,1/1/2003
ccl26,Monroe,Bloomington,-,,Wampler Road,,,,West of Stafford,2-WAY,,,,,39.33534446,-86.59994031,201,1/1/2003
ccl2651,Monroe,Bloomington,-,,Sample Road,,,,West of S.R. 37,2-WAY,,,,,39.26597984,-86.52537273,517,1/1/2003
ccl268,Monroe,Bloomington,-,,Chambers Pike,,,,East of S.R. 37,2-WAY,,,,,39.30990896,-86.50300587,402,1/1/2003
ccl28,Monroe,Bloomington,-,,Wampler Road,,,,West of Bowman,2-WAY,,,,,39.33473569,-86.59059445,202,1/1/2003
ccl31,Monroe,Bloomington,-,,Bowman Road,,,,South of Wampler,2-WAY,,,,,39.32581754,-86.59111126,56,1/1/2003
ccl361,Monroe,Bloomington,-,,Sample Road,,,,East of S.R. 37,2-WAY,,,,,39.26038455,-86.51279045,873,1/1/2003
ccl374,Monroe,Bloomington,-,,Anderson Road,,,,East of N. Old S.R. 37,2-WAY,,,,,39.26424359,-86.49606424,1181,1/1/2003
ccl418,Monroe,Bloomington,-,,Dittemore Road,,,,West of S.R. 37,2-WAY,,,,,39.29826587,-86.54170533,426,1/1/2003
ccl428,Monroe,Bloomington,-,,Bottom Road,,,,North of Woodall Rd.,2-WAY,,,,,39.29254962,-86.57766637,448,1/1/2003
ccl444,Monroe,Bloomington,-,,Simpson Chapel Road,,,,West of Lawson Rd.,2-WAY,,,,,39.27253271,-86.54098595,413,1/1/2003
ccl480,Monroe,Bloomington,-,,Woodland Road,,,,1.5 miles East of Mt. Tabor Rd.,2-WAY,,,,,39.28123685,-86.59492511,69,1/1/2003
ccl513,Monroe,Bloomington,-,,Cowden Road,,,,Bet. Delap and Biscayne,2-WAY,,,,,39.25850307,-86.60097902,280,1/1/2003
ccl7,Monroe,Bloomington,-,,Texas Ridge Road,,,,6336' N. of Stinesville,2-WAY,,,,,39.32064436,-86.66129434,342,1/1/2003
ccl75,Monroe,Bloomington,-,,Bottom Road,,,,West of Liberty Hollow,2-WAY,,,,,39.31414559,-86.61867178,177,1/1/2003
i3717,Monroe,Bloomington,-,,Leonard Springs Road,,,,LEONARD SPRINGS ROAD E OF SR45,2-WAY,,,,,39.12227607,-86.60918121,1448,1/1/2003
i373,Monroe,Bloomington,-,,Eller Road,,,,West of S.R. 45,2-WAY,,,,,39.12228297,-86.6172801,1266,1/1/2003
i442,Monroe,Bloomington,-,,Kirby Road,,,,South of S.R. 48,2-WAY,,,,,39.16142098,-86.61051672,2636,1/1/2003
j375,Monroe,Bloomington,-,,Ison Road,,,,Between SR 45 and Leonard Springs Rd.,2-WAY,,,,,39.12531848,-86.60572056,639,1/1/2003
l416,Monroe,Bloomington,-,,Curry Pike,,,,North of Industrial Boulevarde,2-WAY,,,,,39.14652642,-86.5826141,10435,1/1/2003
l462,Monroe,Bloomington,-,,Curry Pike,,,,North of Profile Parkway,2-WAY,,,,,39.17487304,-86.58302343,13662,1/1/2003
m3611,Monroe,Bloomington,-,,That Road,,,,W. of Rockport Rd.,2-WAY,,,,,39.11846948,-86.5734336,652,1/1/2003
n431,Monroe,Bloomington,-,,Bloomfield Road,,,,West of Cory,2-WAY,,,,,39.15663718,-86.56056248,10012,1/1/2003
n4424,Monroe,Bloomington,-,,Cory Lane,,,,South of W. 3rd St.,2-WAY,,,,,39.16229989,-86.5600435,1627,1/1/2003
n4427,Monroe,Bloomington,-,,Cory Lane,,,,North of Bloomfield Rd.,2-WAY,,,,,39.15761956,-86.55981803,1772,1/1/2003
n4429,Monroe,Bloomington,-,,Bloomfield Road,,,,East of Cory,2-WAY,,,,,39.15758769,-86.55866175,10883,1/1/2003
p45185,Monroe,Bloomington,-,,6th Street,,,,West of Maple,2-WAY,,,,,39.16762494,-86.5429548,736,1/1/2003
p562,Monroe,Bloomington,-,,Whisnand Road,,,,East of Business 37 N.,2-WAY,,,,,39.22265529,-86.52844927,231,1/1/2003
q367,Monroe,Bloomington,-,,Walnut Street,,,,Bet. Cardinal and Crestline,2-WAY,,,,,39.11483288,-86.52656803,4492,1/1/2003
q427,Monroe,Bloomington,-,,Hillside Drive,,,,West of Henderson,2-WAY,,,,,39.15052807,-86.52867651,8269,1/1/2003
q434,Monroe,Bloomington,-,,Allen Street,,,,West of Grant,2-WAY,,,,,39.15558905,-86.53076179,285,1/1/2003
q4453,Monroe,Bloomington,-,,Washington Street,,,,North of Wylie,2-WAY,,,,,39.15885935,-86.53242377,2598,1/1/2003
r4311,Monroe,Bloomington,-,,Brenda Lane,,,,S. of Wilson,2-WAY,,,,,39.15125402,-86.52486725,184,1/1/2003
r4332,Monroe,Bloomington,-,,Sheridan Drive,,,,South of Maxwell,2-WAY,,,,,39.15676415,-86.51484607,2467,1/1/2003
r449,Monroe,Bloomington,-,,1st Street,,,,East of Sheridan,2-WAY,,,,,39.15918989,-86.51476851,502,1/1/2003
r543,Monroe,Bloomington,-,,Old State Road 37,,,,South of Bethal Ln.,2-WAY,,,,,39.21475302,-86.52198417,4641,1/1/2003
rcl1,Monroe,Bloomington,-,,Rogers Street,,,,South of 10th St.,2-WAY,,,,,39.17120129,-86.53860741,10011,1/1/2003
rcl502,Monroe,Bloomington,-,,Melrose Avenue,,,,West of Henderson,2-WAY,,,,,39.14928592,-86.52917127,1278,1/1/2003
rcl539,Monroe,Bloomington,-,,The Stands Drive,,,,S. of Pierson Ct.,2-WAY,,,,,39.12804427,-86.51008817,661,1/1/2003
rcl713,Monroe,Bloomington,-,,Jacob Drive,,,,South of Whitehall Crossing,2-WAY,,,,,39.17098519,-86.57200679,3408,1/1/2003
rcl723,Monroe,Bloomington,-,,Whitehall Crossing Boulevarde,,,,S.R. 37 on ramp,2-WAY,,,,,39.17184231,-86.57114519,1192,1/1/2003
rcl830,Monroe,Bloomington,-,,Weatherstone Lane,,,,East of Woodlawn,2-WAY,,,,,39.1538279,-86.51971051,828,1/1/2003
rcl834,Monroe,Bloomington,-,,Whitehall Crossing Boulevarde,,,,S.R. 37 off ramp,2-WAY,,,,,39.17197282,-86.5699926,2361,1/1/2003
rcl957,Monroe,Bloomington,-,,Woodlawn Avenue,,,,Bet. Weatherstone and Southdowns,2-WAY,,,,,39.15494637,-86.52264976,3831,1/1/2003
s4558,Monroe,Bloomington,-,,3rd Street,,,,Bet. Jefferson and Roosevelt,2-WAY,,,,,39.16426202,-86.50657744,22385,1/1/2003
s4627,Monroe,Bloomington,-,,Bryan Avenue,,,,North of 7th St.,2-WAY,,,,,39.16852897,-86.50830992,10,1/1/2003
t4510,Monroe,Bloomington,-,,5th Street,,,,West of Hillsdale,2-WAY,,,,,39.16675301,-86.50421123,451,1/1/2003
t4511,Monroe,Bloomington,-,,5th Street,,,,East of Hillsdale,2-WAY,,,,,39.16632043,-86.50266718,319,1/1/2003
t452,Monroe,Bloomington,-,,Hillside Drive,,,,South of 5th St.,2-WAY,,,,,39.16624,-86.50343927,2310,1/1/2003
v475,Monroe,Bloomington,-,,Russell Road,,,,North of 10th St.,2-WAY,,,,,39.17634137,-86.48150374,1906,1/1/2003
w303,Monroe,Bloomington,-,,Shields Ridge Road,,,,Norht of Ramp Creek Rd.,2-WAY,,,,,39.08641082,-86.47531806,791,1/1/2003
ccl1095,Monroe,Bloomington,-,,Thomas Road,,,,S. of Ratliff Rd.,2-WAY,,,,,39.21442959,-86.63040722,1901,1/1/2002
ccl1097,Monroe,Bloomington,-,,Ratliff Road,,,,East of Thomas Rd.,2-WAY,,,,,39.21485059,-86.62951252,2369,1/1/2002
ccl1108,Monroe,Bloomington,-,,Ratliff Road,,,,West of Hartstrait,2-WAY,,,,,39.21132825,-86.62122423,2493,1/1/2002
ccl1109,Monroe,Bloomington,-,,Hartstrait Road,,,,Bet. Ratliff Rd. and Woodyard Rd.,2-WAY,,,,,39.20884292,-86.61138413,5987,1/1/2002
ccl1274,Monroe,Bloomington,-,,Vernal Pike,,,,West of Thomas Rd.,2-WAY,,,,,39.18836579,-86.63299082,991,1/1/2002
ccl1308,Monroe,Bloomington,-,,North Shore Drive,,,,East of Spillway Rd.,2-WAY,,,,,39.27163128,-86.41274696,380,1/1/2002
ccl192,Monroe,Bloomington,-,,Burma Road,,,,West of S.R. 37,2-WAY,,,,,39.32158984,-86.51461091,290,1/1/2002
ccl1980,Monroe,Bloomington,-,,Rockeast Road,,,,E. of Snow,2-WAY,,,,,39.03168713,-86.65884385,217,1/1/2002
ccl2427,Monroe,Bloomington,-,,S.R. 46,,,,East of Owen County Line,2-WAY,,,,,39.28112424,-86.68223776,11639,1/1/2002
ccl260,Monroe,Bloomington,-,,Farr Road,,,,West of Fish Rd.,2-WAY,,,,,39.30681025,-86.48039722,214,1/1/2002
j385,Monroe,Bloomington,-,,S.R. 45,,,,W. of Bunger Rd.,2-WAY,,,,,39.12851949,-86.60548354,18569,1/1/2002
l4112,Monroe,Bloomington,-,,Industrial Boulevard,,,,East of Curry Pike,2-WAY,,,,,39.14393551,-86.58179199,1592,1/1/2002
m4112,Monroe,Bloomington,-,,Liberty Drive,,,,South of Constitution,2-WAY,,,,,39.14780616,-86.5770862,7414,1/1/2002
m421,Monroe,Bloomington,-,,Constitution Avenue,,,,W. of Lberty Dr.,2-WAY,,,,,39.15120496,-86.57833453,3018,1/1/2002
m4525,Monroe,Bloomington,-,,Kimble Drive,,,,North of 3rd St.,2-WAY,,,,,39.16481162,-86.56798484,814,1/1/2002
p331,Monroe,Bloomington,-,,Old State Road 37,,,,South of Rogers,2-WAY,,,,,39.09751609,-86.5403287,8505,1/1/2002
p3811,Monroe,Bloomington,-,,Rogers Street,,,,S. of San Juan Dr.,2-WAY,,,,,39.12597073,-86.53888583,5890,1/1/2002
p4614,Monroe,Bloomington,-,,Fairview Street,,,,South of 8th St.,2-WAY,,,,,39.16908619,-86.54115599,582,1/1/2002
p4615,Monroe,Bloomington,-,,Fairview Street,,,,North of 8th St.,2-WAY,,,,,39.16999724,-86.5411394,683,1/1/2002
p4649,Monroe,Bloomington,-,,8th Street,,,,East of Fairview,2-WAY,,,,,39.16953698,-86.54048882,684,1/1/2002
p4922,Monroe,Bloomington,-,,S.R. 45/46 Bypass,,,,East of Overwalk,2-WAY,,,,,39.18666365,-86.54220172,22450,1/1/2002
p566,Monroe,Bloomington,-,,Business 37 North,,,,North of Whisnand Rd.,2-WAY,,,,,39.22838787,-86.54074,9019,1/1/2002
q382,Monroe,Bloomington,-,,Walnut Street,,,,North of Rhorer Rd.,2-WAY,,,,,39.12404697,-86.53136972,14301,1/1/2002
q4210,Monroe,Bloomington,-,,Southern Drive,,,,West of Grant St.,2-WAY,,,,,39.1497592,-86.53258564,81,1/1/2002
q4240,Monroe,Bloomington,-,,Walnut Street,,,,South of Hillside,2-WAY,,,,,39.15015297,-86.53358207,23726,1/1/2002
q4367,Monroe,Bloomington,-,,Grant Street,,,,North of Allen St,2-WAY,,,,,39.15603374,-86.53021038,77,1/1/2002
q4368,Monroe,Bloomington,-,,Grant Street,,,,South of Allen St.,2-WAY,,,,,39.1548822,-86.53022013,142,1/1/2002
q4371,Monroe,Bloomington,-,,Grant Street,,,,South of Driscoll,2-WAY,,,,,39.15196826,-86.53028308,257,1/1/2002
q46103,Monroe,Bloomington,-,,7th Street,,,,Bet. College Ave. and Walnut St.,2-WAY,,,,,39.1685556,-86.5342207,5583,1/1/2002
q4933,Monroe,Bloomington,-,,Vernon Avenue,,,,West of Dunn,2-WAY,,,,,39.18764738,-86.52928983,68,1/1/2002
r331,Monroe,Bloomington,-,,Fairfax Road,,,,South of Schact Rd.,2-WAY,,,,,39.10258523,-86.51999229,7117,1/1/2002
r3968,Monroe,Bloomington,-,,Elliston Drive,,,,East of Hampshire,2-WAY,,,,,39.13005601,-86.51622389,279,1/1/2002
r4012,Monroe,Bloomington,-,,Winslow Road,,,,Bet. Winslow Ct. and Burberry,2-WAY,,,,,39.13598381,-86.52352286,13394,1/1/2002
r4210,Monroe,Bloomington,-,,Hillside Drive,,,,East of Carlisle,2-WAY,,,,,39.15054083,-86.51983246,11628,1/1/2002
r4651,Monroe,Bloomington,-,,10th Street,,,,West of Forrest,2-WAY,,,,,39.17163166,-86.52294149,12626,1/1/2002
rcl565,Monroe,Bloomington,-,,Bloomfield Road,,,,W. of Landmark,2-WAY,,,,,39.15966046,-86.55458294,20195,1/1/2002
rcl618,Monroe,Bloomington,-,,Sare Road,,,,SARE ROAD NORTH OF RHORER RD/JUST NORTH OF SCHOOL,2-WAY,,,,,39.12291571,-86.51047811,4311,1/1/2002
rcl829,Monroe,Bloomington,-,,Weatherstone Lane,,,,North of Hillside Dr.,2-WAY,,,,,39.15131909,-86.51940936,563,1/1/2002
s373,Monroe,Bloomington,-,,Rhorer Road,,,,100' W. of Harrell Rd.,2-WAY,,,,,39.12146714,-86.50166137,2609,1/1/2002
s4436,Monroe,Bloomington,-,,Maxwell Lane,,,,East of Rose,2-WAY,,,,,39.15778305,-86.51065143,3009,1/1/2002
t3311,Monroe,Bloomington,-,,Moffett Lane,,,,West of Harrell Rd.,2-WAY,,,,,39.09972705,-86.49615791,2342,1/1/2002
t337,Monroe,Bloomington,-,,Moffett Lane,,,,East of Harrell Rd.,2-WAY,,,,,39.09970545,-86.50095572,2011,1/1/2002
t377,Monroe,Bloomington,-,,Rhorer Road,,,,East of Harrell Rd.,2-WAY,,,,,39.1214723,-86.49765049,2924,1/1/2002
t4023,Monroe,Bloomington,-,,Sare Road,,,,N. of Rogers Rd.,2-WAY,,,,,39.13662228,-86.50228073,8018,1/1/2002
t4122,Monroe,Bloomington,-,,Winston Street,,,,East of Sare Rd.,2-WAY,,,,,39.14514809,-86.49652381,1007,1/1/2002
t4128,Monroe,Bloomington,-,,Sare Road,,,,SARE ROAD BET SPICEWOOD/WINSTON,2-WAY,,,,,39.14326492,-86.49662747,9041,1/1/2002
t445,Monroe,Bloomington,-,,Woodcrest Drive,,,,South of 2nd St.,2-WAY,,,,,39.15848056,-86.50225375,862,1/1/2002
t471,Monroe,Bloomington,-,,S.R. 45/46 Bypass,,,,South of 17th St.,2-WAY,,,,,39.17342321,-86.50325543,26893,1/1/2002
u281,Monroe,Bloomington,-,,Ramp Creek Road,,,,East of Fairfax Rd.,2-WAY,,,,,39.06967517,-86.48975269,310,1/1/2002
v449,Monroe,Bloomington,-,,Brighton Avenue,,,,East of Christopher Dr.,2-WAY,,,,,39.15756461,-86.48159766,575,1/1/2002
x455,Monroe,Bloomington,-,,S.R. 46,,,,East of Kerr Creek,2-WAY,,,,,39.16679967,-86.4588386,8816,1/1/2002
ccl1078,Monroe,Bloomington,-,,Union Valley Road,,,,Bet. S.R. 46 and W. Maple Grove Rd.,2-WAY,,,,,39.23434989,-86.59278248,2195,1/1/2001
ccl2236,Monroe,Bloomington,-,,Hunters Creek Road,,,,Bet. S.R. 446 and Tower Ridge Rd.,2-WAY,,,,,39.017252,-86.32784099,52,1/1/2001
ccl432,Monroe,Bloomington,-,,Bottom Road,,,,.45 miles from Simpson Chapel Rd.,2-WAY,,,,,39.27209744,-86.5571656,392,1/1/2001
p512,Monroe,Bloomington,-,,Old State Road 37,,,,N. of Clubhouse Dr.,2-WAY,,,,,39.20269515,-86.53570848,1603,1/1/2001
r4912,Monroe,Bloomington,-,,Browncliff Street,,,,North of Matlock Rd.,2-WAY,,,,,39.18982789,-86.51779452,268,1/1/2001
r498,Monroe,Bloomington,-,,Matlock Road,,,,E. of Matlock,2-WAY,,,,,39.18624197,-86.51616204,1261,1/1/2001
r545,Monroe,Bloomington,-,,Old State Road 37,,,,South of Wisnand,2-WAY,,,,,39.21875105,-86.51925633,3438,1/1/2001
rcl129,Monroe,Bloomington,-,,Tamarron Drive,,,,Bet. N. Callery Dr. and N. Keystone Ct.,2-WAY,,,,,39.17487098,-86.48387077,485,1/1/2001
rcl387,Monroe,Bloomington,-,,Somersbe Place,,,,East of Rogers Street,2-WAY,,,,,39.12589981,-86.5374723,290,1/1/2001
u4534,Monroe,Bloomington,-,,Lexington Drive,,,,Between E. Longview and E. Morningside,2-WAY,,,,,39.16587677,-86.4888417,169,1/1/2001
u464,Monroe,Bloomington,-,,Longview Drive,,,,From N. Glenwood Ave. to N. Lexington Dr.,2-WAY,,,,,39.16771925,-86.48936088,749,1/1/2001
v471,Monroe,Bloomington,-,,S.R. 45,,,,W. of Mt. Gilead Rd.,2-WAY,,,,,39.17796897,-86.47645538,6277,1/1/2001
w412,Monroe,Bloomington,-,,S.R. 446,,,,South of Moore's Pike,2-WAY,,,,,39.14674913,-86.46995396,4879,1/1/2001
l384,Monroe,Bloomington,-,,Leonard Springs Road,,,,Between Maybury Mall Rd. and Sims Rd.,2-WAY,,,,,39.12932663,-86.58258773,4911,1/1/2000
l4010,Monroe,Bloomington,-,,Leonard Springs Road,,,,Bet. Walnutleaf and Stapleton,2-WAY,,,,,39.13921713,-86.58261587,9601,1/1/2000
o4617,Monroe,Bloomington,-,,Adams Street,,,,Between Vernal Pike and 11th St.,2-WAY,,,,,39.17274373,-86.54980161,1838,1/1/2000
p354,Monroe,Bloomington,-,,Church Lane,,,,Between Rogers St. and S. College Ave.,2-WAY,,,,,39.10732747,-86.53961601,2900,1/1/2000
p3715,Monroe,Bloomington,-,,Rogers Street,,,,Bet. Hays Dr. and Gordon Pike,2-WAY,,,,,39.12252841,-86.53911386,5185,1/1/2000
p45116,Monroe,Bloomington,-,,Jackson Street,,,,Bet. 3rd St. and 4th St.,2-WAY,,,,,39.16512554,-86.53987301,239,1/1/2000
p477,Monroe,Bloomington,-,,11th Street,,,,Bet. Orris Dr. and Blair Ave.,2-WAY,,,,,39.17326163,-86.54451199,4147,1/1/2000
q4431,Monroe,Bloomington,-,,Dodds Street,,,,Bet. S. Palmer Ave. and S. Henderson St.,2-WAY,,,,,39.15736231,-86.52759489,416,1/1/2000
q4447,Monroe,Bloomington,-,,Walnut Street,,,,Bet. E. Wylie St. and E. 1st St.,2-WAY,,,,,39.15886937,-86.53366274,13487,1/1/2000
q4514,Monroe,Bloomington,-,,3rd Street,,,,Between Grant and Dunn,2-WAY,,,,,39.16457716,-86.52951827,8716,1/1/2000
q4519,Monroe,Bloomington,-,,3rd Street,,,,Between S. Madison and College Ave.,2-WAY,,,,,39.16462668,-86.53615268,7733,1/1/2000
q5116,Monroe,Bloomington,-,,Dunn Street,,,,Bet. E. Clover Ln. and E. Kenwood Pl.,2-WAY,,,,,39.19722836,-86.5285351,1486,1/1/2000
q5119,Monroe,Bloomington,-,,Dunn Street,,,,Bet. E. Kenwood Pl. and E. Lakewood Dr.,2-WAY,,,,,39.20028637,-86.52873451,1103,1/1/2000
r4475,Monroe,Bloomington,-,,Jordan Avenue,,,,Between Sheridan and University,2-WAY,,,,,39.15970844,-86.51637722,4419,1/1/2000
r4533,Monroe,Bloomington,-,,Atwater Avenue,,,,Between Jordan and Mitchell,2-WAY,,,,,39.16305903,-86.51583125,11593,1/1/2000
